0.47398,0.082281,0.030892,0.0028196,0.11299,0.23808,0.0059503,0.0014783,0.0515,0.89373
0.47224,0.081978,0.030778,0.0028092,0.11299,0.23808,0.0076884,0.0019101,0.0515,0.91136
0.47345,0.082189,0.030857,0.0028165,0.11299,0.23808,0.0064772,0.0016092,0.0515,0.84360
0.46924,0.081459,0.030583,0.0027914,0.11299,0.23808,0.010672,0.0026515,0.0515,0.88583
0.4309,0.074803,0.028084,0.0025634,0.11299,0.23808,0.048897,0.012148,0.0515,0.82223
0.3985,0.069179,0.025972,0.0023706,0.11299,0.23808,0.081201,0.020174,0.0515,0.75114
0.37649,0.065357,0.024538,0.0022396,0.11299,0.23808,0.10315,0.025628,0.0515,0.83975
0.36953,0.064149,0.024084,0.0021983,0.11299,0.23808,0.11009,0.027351,0.0515,0.84083
0.37494,0.065088,0.024437,0.0022304,0.11299,0.23808,0.10469,0.026011,0.0515,0.87713
0.39622,0.068782,0.025823,0.002357,0.11299,0.23808,0.083481,0.02074,0.0515,0.89330
0.4264,0.074021,0.02779,0.0025366,0.11299,0.23808,0.05339,0.013265,0.0515,0.87713
0.46469,0.080669,0.030286,0.0027644,0.11299,0.23808,0.015211,0.003779,0.0515,0.89330